0;1;1
1;2;2
2;3;3
3;4;4
4;5;5
5;6;5
6;7;5
7;8;5
8;9;6
9;10;6
10;11;7
11;12;7
12;13;8
13;14;8
14;15;8
15;16;8
16;17;8
17;18;8
18;19;8
19;20;8
20;21;9
21;22;10
22;23;11
23;24;12
24;25;13
25;26;14
26;27;15
27;28;16
28;29;17
29;30;18
30;31;19
31;32;20
32;33;21
33;34;22
34;35;23
35;36;24
36;37;25
37;38;26
38;39;27
39;40;28
40;41;29
41;42;30
42;43;31
43;44;32
44;45;33
45;46;34
46;47;35
47;48;36
48;49;37
49;50;38
50;51;39
51;52;40
52;53;41
53;54;42
54;55;43
55;56;44
56;57;45
57;58;46
58;59;47
59;60;48
60;61;49
61;62;50
62;63;51
63;64;52
64;65;53
65;66;54
66;67;55
67;68;56
68;69;57
69;70;58
70;71;59
71;72;60
72;73;61
73;74;62
74;75;63
75;76;64
76;77;65
77;78;66
78;79;67
79;80;68
80;81;69
81;82;70
82;83;71
83;84;72
84;85;73
85;86;74
86;87;75
87;88;76
88;89;77
89;90;78
90;91;79
91;92;80
92;93;81
93;94;82
94;95;83
95;96;84
96;97;85
97;98;86
98;99;87
99;100;88
100;101;89
101;102;90
102;103;91
103;104;92
104;105;93
105;106;94
106;107;95
107;108;96
108;109;97
109;110;98
110;111;99
111;112;100
112;113;101
113;114;102
114;115;103
115;116;104
116;117;105
117;118;106
118;119;107
119;120;108
120;121;109
121;122;110
122;123;111
123;124;112
124;125;113
125;126;114
126;127;115
127;128;116
128;129;117
129;130;118
130;131;119
131;132;119
132;133;119
133;134;119
134;135;119
135;136;119
136;137;119
137;138;119
138;139;119
139;140;119
140;141;119
141;142;119
142;143;119
143;144;119
144;145;119
145;146;119
146;147;119
147;148;119
148;149;119
149;150;119
150;151;119
151;152;119
152;153;119
153;154;119
154;155;119
155;156;119
156;157;119
157;158;119
158;159;119
159;160;119
160;161;119
161;162;119
162;163;119
163;164;119
164;165;119
165;166;119
166;167;119
167;168;119
168;169;119
169;170;119
170;171;119
171;172;119
172;173;119
173;174;119
174;175;119
175;176;119
176;177;119
177;178;119
178;179;119
179;180;119
180;181;119
181;182;119
182;183;119
183;184;119
184;185;119
185;186;119
186;187;119
187;188;119
188;189;119
189;190;119
190;191;119
191;192;119
192;193;119
193;194;119
194;195;119
195;196;119
196;197;119
197;198;119
198;199;119
199;200;119
200;201;119
201;202;119
202;203;119
203;204;119
204;205;119
205;206;120
206;207;120
207;208;120
208;209;120
209;210;120
210;211;120
211;212;120
212;213;120
213;214;120
214;215;120
215;216;120
216;217;120
217;218;120
218;219;120
219;220;120
220;221;120
221;222;120
222;223;120
223;224;120
224;225;120
225;226;120
226;227;120
227;228;120
228;229;120
229;230;120
230;231;120
231;232;120
232;233;120
233;234;120
234;235;120
235;236;120
236;237;120
237;238;120
238;239;120
239;240;120
240;241;120
241;242;120
242;243;120
243;244;120
244;245;120
245;246;120
246;247;120
247;248;120
248;249;120
249;250;120
250;251;120
251;252;120
252;253;120
253;254;120
254;255;120
255;256;120
256;257;120
257;258;120
258;259;120
259;260;120
260;261;120
261;262;120
262;263;120
263;264;120
264;265;120
265;266;120
266;267;120
267;268;120
268;269;120
269;270;120
270;271;120
271;272;120
272;273;120
273;274;120
274;275;120
275;276;120
276;277;120
277;278;120
278;279;120
279;280;120
280;281;120
281;282;120
282;283;120
283;284;120
284;285;120
285;286;120
286;287;120
287;288;120
288;289;120
289;290;120
290;291;120
291;292;120
292;293;120
293;294;120
294;295;120
295;296;120
296;297;120
297;298;120
298;299;120
299;300;120
300;301;120
301;302;120
302;303;120
303;304;120
304;305;120
305;306;120
306;307;120
307;308;120
308;309;120
309;310;120
310;311;120
311;312;120
312;313;120
313;314;120
314;315;120
315;316;120
316;317;120
317;318;120
318;319;120
319;320;120
320;321;120
